Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2305,1533.6,Patrol By,833
78215,2925.0,1100,376.1,Patrol By,267
78235,1471.0,252,171.3,Disturbance,45
78216,45325.0,5149,113.6,Traffic Related,1260
78212,27940.0,3161,113.1,Traffic Related,606
78204,12850.0,1377,107.2,Traffic Related,301
78208,4549.0,479,105.3,Traffic Related,100
78238,27027.0,2806,103.8,Traffic Related,924
78257,8113.0,830,102.3,Traffic Related,261
78203,6162.0,587,95.3,Patrol By,128
78202,11675.0,1103,94.5,Patrol By,205
78220,17095.0,1570,91.8,Patrol By,211
78207,57700.0,5210,90.3,Patrol By,886
78218,38749.0,3382,87.3,Traffic Related,1062
78219,17705.0,1434,81.0,Traffic Related,342
78224,22569.0,1699,75.3,Traffic Related,299
78229,35589.0,2613,73.4,Traffic Related,516
78214,26805.0,1930,72.0,Disturbance,297
78201,50336.0,3612,71.8,Patrol By,799
78227,49326.0,3471,70.4,Traffic Related,685
78230,45661.0,3072,67.3,Traffic Related,1261
78210,37061.0,2457,66.3,Patrol By,428
78237,41247.0,2725,66.1,Patrol By,479
78231,10132.0,640,63.2,Patrol By,192
78223,56484.0,3279,58.1,Disturbance,447
78211,34539.0,1971,57.1,Traffic Related,308
78226,8012.0,457,57.0,Disturbance,88
78217,35257.0,1952,55.4,Traffic Related,423
78256,11435.0,610,53.3,Traffic Related,134
78221,42535.0,2108,49.6,Disturbance,267
78209,44706.0,2206,49.3,Traffic Related,578
78225,15147.0,745,49.2,Traffic Related,149
78228,61441.0,2874,46.8,Disturbance,405
78232,39638.0,1831,46.2,Traffic Related,660
78249,61712.0,2745,44.5,Traffic Related,831
78222,25935.0,1134,43.7,Traffic Related,155
78242,35159.0,1408,40.0,Patrol By,225
78240,61937.0,2335,37.7,Disturbance,314
78073,8897.0,331,37.2,Disturbance,43
78247,53597.0,1933,36.1,Patrol By,305
78233,48060.0,1607,33.4,Traffic Related,253
78213,45124.0,1508,33.4,Traffic Related,219
78251,65885.0,2197,33.3,Minor Accident,252
78258,47146.0,1548,32.8,Traffic Related,523
78245,76392.0,2021,26.5,Traffic Related,419
78259,26591.0,661,24.9,Traffic Related,164
78250,62951.0,1396,22.2,Traffic Related,173
78252,11479.0,246,21.4,SAPD Non-Emergency Call,46
78264,10603.0,212,20.0,Patrol By,81
78248,13822.0,274,19.8,Traffic Related,46
78112,8725.0,152,17.4,Traffic Related,49
78244,33988.0,509,15.0,SAPD Non-Emergency Call,64
78266,6592.0,89,13.5,Traffic Related,22
78234,4917.0,66,13.4,Traffic Related,23
78109,39424.0,525,13.3,Traffic Related,128
78254,61141.0,770,12.6,Minor Accident,101
78253,41900.0,489,11.7,SAPD Non-Emergency Call,112
78239,26966.0,278,10.3,Disturbance,35
78023,29847.0,292,9.8,Traffic Related,90
78243,419.0,4,9.5,Disturbance (Knife Involved),1
78255,15064.0,118,7.8,Traffic Related,18
78260,26164.0,197,7.5,SAPD Non-Emergency Call,36
78236,6760.0,36,5.3,Patrol By,13
78152,2569.0,13,5.1,SAPD Non-Emergency Call,7
78263,3561.0,14,3.9,SAPD Non-Emergency Call,7
78002,5758.0,12,2.1,SAPD Non-Emergency Call,10
78154,41171.0,70,1.7,Traffic Related,21
78261,16518.0,28,1.7,SAPD Non-Emergency Call,17
78052,6128.0,5,0.8,SAPD Emergency Call,3
78069,6187.0,5,0.8,SAPD Emergency Call,2
78101,7434.0,5,0.7,SAPD Non-Emergency Call,5
78015,17187.0,8,0.5,SAPD Non-Emergency Call,5
78404,16852.0,9,0.5,Patrol By,8
78006,37568.0,15,0.4,SAPD Non-Emergency Call,9
78155,50832.0,10,0.2,Patrol By,9
78148,22955.0,4,0.2,Miscellaneous,3
78124,6553.0,1,0.2,SAPD Emergency Call,1
78108,43579.0,3,0.1,SAPD Non-Emergency Call,3
78163,13937.0,2,0.1,Miscellaneous,1
78009,7632.0,1,0.1,SAPD Emergency Call,1
78704,51422.0,1,0.0,CRT Follow Up,1
78132,33368.0,1,0.0,Patrol By,1
