Zipcode,Population,Count,IncidentsPer1000,ProblemType,ProblemCount
78205,1503.0,2719,1809.0,Patrol By,676
78215,2925.0,1161,396.9,Traffic Related,208
78235,1471.0,201,136.6,Disturbance,32
78204,12850.0,1712,133.2,Traffic Related,458
78216,45325.0,5945,131.2,Traffic Related,1177
78212,27940.0,3606,129.1,Traffic Related,581
78257,8113.0,1003,123.6,Traffic Related,295
78220,17095.0,1886,110.3,Patrol By,290
78202,11675.0,1282,109.8,Patrol By,240
78208,4549.0,497,109.3,Traffic Related,113
78238,27027.0,2897,107.2,Traffic Related,726
78203,6162.0,634,102.9,Patrol By,102
78207,57700.0,5895,102.2,Disturbance,842
78227,49326.0,4830,97.9,Traffic Related,1099
78218,38749.0,3585,92.5,Traffic Related,852
78229,35589.0,3156,88.7,Traffic Related,535
78219,17705.0,1467,82.9,Traffic Related,353
78201,50336.0,4099,81.4,Disturbance,605
78210,37061.0,2964,80.0,Traffic Related,447
78237,41247.0,3287,79.7,Traffic Related,610
78224,22569.0,1743,77.2,Disturbance,221
78230,45661.0,3356,73.5,Traffic Related,1207
78214,26805.0,1965,73.3,Disturbance,320
78226,8012.0,570,71.1,Disturbance,87
78223,56484.0,3827,67.8,Disturbance,581
78225,15147.0,988,65.2,Traffic Related,219
78211,34539.0,2145,62.1,Traffic Related,240
78217,35257.0,2096,59.4,Traffic Related,302
78256,11435.0,668,58.4,Disturbance,75
78228,61441.0,3277,53.3,Disturbance,554
78221,42535.0,2226,52.3,Disturbance,305
78232,39638.0,1948,49.1,Traffic Related,678
78222,25935.0,1264,48.7,Traffic Related,146
78249,61712.0,2924,47.4,Traffic Related,638
78209,44706.0,2096,46.9,Traffic Related,369
78242,35159.0,1637,46.6,Disturbance,202
78213,45124.0,2042,45.3,Disturbance,270
78231,10132.0,442,43.6,Traffic Related,65
78233,48060.0,2000,41.6,Traffic Related,286
78247,53597.0,2169,40.5,Traffic Related,351
78240,61937.0,2486,40.1,Disturbance,323
78258,47146.0,1783,37.8,Traffic Related,581
78073,8897.0,335,37.7,Minor Accident,38
78251,65885.0,2473,37.5,Minor Accident,335
78245,76392.0,2392,31.3,Traffic Related,427
78259,26591.0,779,29.3,Traffic Related,171
78252,11479.0,286,24.9,SAPD Non-Emergency Call,44
78250,62951.0,1564,24.8,Traffic Related,253
78248,13822.0,300,21.7,Disturbance,38
78243,419.0,8,19.1,Minor Accident,2
78266,6592.0,123,18.7,Traffic Related,18
78244,33988.0,631,18.6,Minor Accident,76
78253,41900.0,694,16.6,SAPD Non-Emergency Call,150
78234,4917.0,77,15.7,Traffic Related,40
78254,61141.0,932,15.2,Traffic Related,153
78264,10603.0,149,14.1,Patrol By,22
78112,8725.0,118,13.5,Traffic Related,22
78109,39424.0,494,12.5,Traffic Related,75
78239,26966.0,311,11.5,SAPD Non-Emergency Call,61
78255,15064.0,156,10.4,Minor Accident,18
78023,29847.0,271,9.1,Traffic Related,42
78260,26164.0,221,8.4,SAPD Non-Emergency Call,49
78263,3561.0,19,5.3,SAPD Non-Emergency Call,11
78236,6760.0,33,4.9,Traffic Related,7
78002,5758.0,21,3.6,SAPD Non-Emergency Call,12
78261,16518.0,58,3.5,SAPD Non-Emergency Call,36
78154,41171.0,95,2.3,Traffic Related,17
78101,7434.0,10,1.3,SAPD Non-Emergency Call,5
78152,2569.0,3,1.2,SAPD Non-Emergency Call,2
78069,6187.0,5,0.8,SAPD Emergency Call,4
78015,17187.0,8,0.5,SAPD Emergency Call,4
78006,37568.0,14,0.4,SAPD Non-Emergency Call,9
78404,16852.0,6,0.4,Patrol By,5
78124,6553.0,2,0.3,SAPD Emergency Call,1
78148,22955.0,4,0.2,Traffic Related,2
78751,16138.0,1,0.1,Patrol By,1
78163,13937.0,1,0.1,Minor Accident,1
78009,7632.0,1,0.1,SAPD Emergency Call,1
78155,50832.0,2,0.0,Patrol By,1
78130,79786.0,1,0.0,SAPD Non-Emergency Call,1
78108,43579.0,1,0.0,SAPD Emergency Call,1
